what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473337265
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473348078
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265473348281
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265473348328
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473350359
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473353375
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473380234
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473446546
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265473446734
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265473446781
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473451843
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473455484
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473485375
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473501906
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473516500
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473532437
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265473534000
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1265473548109
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473556187
started,bundle,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui",1265473564125
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473564625
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1265473564671
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265473566843
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473586968
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473598953
