what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265473113562
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1265473114562
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265473114562
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473120437
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473135687
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473137312
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473138718
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473140421
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473152671
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265473153046
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265473153140
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473154046
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473192765
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473194750
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473196187
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473203390
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473217984
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473248265
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473253968
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473271406
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473279375
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473306484
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473309906
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473324843
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265473328687
