what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265472214203
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265472215515
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265472225906
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265472231234
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265472232578
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265472235093
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265472255500
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265472255875
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265472255921
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1265472258750
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265472275750
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265472286578
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265472292203
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1265472307796
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265472308218
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265472313703
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265472317484
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1265472319515
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265472319765
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265472319890
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265472324218
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265472324937
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265472325609
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265472328078
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265472337796
