what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265475233171
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265475260500
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265480845359
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265480853218
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265480856640
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265480878343
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265480881234
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265480886906
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265480890000
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265480892156
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265480907031
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265480909031
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265480915000
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265480917453
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265480920609
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265480927828
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265480937531
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265480940500
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265480942921
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265480944921
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265480955921
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265480958937
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265480961453
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265480968562
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265480970656
