what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1265200460828
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265200482578
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265200492406
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265200492703
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265200492937
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265200494437
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265200277000
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265200283953
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265200294171
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1265200296343
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265200299500
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265200303250
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1265200303296
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265200305921
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265200308937
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265200309218
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265200309453
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1265200387031
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265200525250
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265200525421
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265200533984
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265200579281
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265200596656
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265200825875
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265200826906
