what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1308831388812
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1308831388843
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1308831388843
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1308831388843
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1308831388843
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1308831388937
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1308831388937
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1308831388937
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1308831388984
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1308831388984
os,sysinfo,,,"win32",1308831389000
arch,sysinfo,,,"x86",1308831389000
ws,sysinfo,,,"win32",1308831389000
locale,sysinfo,,,"it_IT",1308831389000
processors,sysinfo,,,"1",1308831389000
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1308831389000
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1308831389000
java.specification.name,sysinfo,,,"Java Platform API Specification",1308831389000
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308831389000
java.specification.version,sysinfo,,,"1.6",1308831389000
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1308831389000
java.version,sysinfo,,,"1.6.0_26",1308831389000
java.vm.info,sysinfo,,,"mixed mode",1308831389000
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1308831389000
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1308831389000
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308831389000
java.vm.specification.version,sysinfo,,,"1.0",1308831389000
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1308831389000
java.vm.version,sysinfo,,,"20.1-b02",1308831389000
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1308831389031
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1308831389062
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1308831389171
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1308831389843
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1308831390031
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1308831391140
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1308831391140
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1308831392375
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1308831392562
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1308831393343
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308831436406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308833125359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308833223875
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308833223968
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1308833254890
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308833282140
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1308833300937
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1308833301046
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308833305265
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1308833316375
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1308833317500
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308833318218
